toplam_maliyet,siparis_maliyeti_toplam,elde_tutma_toplam,stoksuz_ceza_toplam,servis_seviyesi,ortalama_stok,stoksuz_gun_sayisi,toplam_talep,karsilanan_talep,parca_no,kullanilan_r,kullanilan_Q,senaryo
1206561.6833,4680.0,146319.7204,1055561.963,0.9633,3961.9449,1.3,13519.764,12821.1605,Part-481,7378,320,mevcut
17296.7047,1150.0,16146.7047,0.0,1.0,599.816,0.0,532.2103,532.2103,Part-482,886,54,mevcut
35624.641,1080.0,3653.5008,30891.1402,0.9764,509.7671,2.3,2880.0351,2798.1478,Part-483,678,349,mevcut
44525.0317,2400.0,42125.0317,0.0,1.0,2812.836,0.0,5275.6639,5275.6639,Part-484,4316,313,mevcut
15520.1444,720.0,3127.2082,11672.9363,0.9849,183.887,2.6,465.2559,455.463,Part-485,231,104,mevcut
4537.8519,460.0,1499.1046,2578.7473,0.9852,388.0962,1.1,921.0839,908.6214,Part-486,263,409,mevcut
60651.3143,3460.0,13022.113,44169.2013,0.9828,349.5293,2.0,1247.7939,1221.3581,Part-487,636,92,mevcut
66356.1114,1670.0,12699.6998,51986.4117,0.9826,257.9577,1.0,1022.6999,999.5753,Part-488,428,60,mevcut
19849.7183,810.0,6343.0794,12696.6388,0.9938,234.2484,0.4,798.5529,792.0769,Part-489,380,85,mevcut
8515.2631,1040.0,7475.2631,0.0,1.0,1172.6691,0.0,1709.0438,1709.0438,Part-490,1307,438,mevcut
13934.4447,880.0,4267.1971,8787.2477,0.9904,1079.0932,0.3,2620.559,2582.4976,Part-491,1598,383,mevcut
6490.8353,1020.0,5470.8353,0.0,1.0,301.6656,0.0,437.4887,437.4887,Part-492,335,116,mevcut
182375.9686,2872.5,38716.8172,140786.6514,0.9849,303.6542,0.8,1519.9695,1490.9651,Part-493,582,38,mevcut
593374.7628,11250.0,92622.3227,489502.4401,0.9703,173.99,1.8,1128.4291,1086.6256,Part-494,399,31,mevcut
44212.2459,2920.0,41292.2459,0.0,1.0,844.5999,0.0,761.0903,761.0903,Part-495,1286,60,mevcut
8901.7811,772.5,8129.2811,0.0,1.0,1607.8938,0.0,3118.0744,3118.0744,Part-496,1698,310,mevcut
10863.2053,1125.0,7293.9893,2444.216,0.996,575.7157,0.4,1129.657,1122.5245,Part-497,763,188,mevcut
6414.7198,1620.0,3036.0753,1758.6445,0.993,245.5605,0.7,381.4665,377.9555,Part-498,320,117,mevcut
63205.6492,1760.0,35777.0371,25668.6121,0.995,415.5227,0.2,847.3349,840.6963,Part-499,611,62,mevcut
10436.53,757.5,9679.03,0.0,1.0,506.3086,0.0,668.9486,668.9486,Part-500,540,101,mevcut
20691.9532,1725.0,12348.7539,6618.1994,0.9911,390.0498,0.7,541.0559,534.7067,Part-501,566,87,mevcut
445031.8575,9900.0,222036.838,213095.0195,0.9907,387.743,0.3,1422.6751,1405.6718,Part-502,745,33,mevcut
1744874.7114,6165.0,251132.5766,1487577.1348,0.9668,332.4666,0.7,1139.2397,1085.446,Part-503,695,15,mevcut
1006803.531,2940.0,229668.2105,774195.3205,0.9766,460.9721,0.2,1233.5928,1189.3667,Part-504,695,20,mevcut
38021.2368,1120.0,17726.3076,19174.9291,0.9902,468.6418,0.3,1065.5264,1049.6828,Part-505,752,64,mevcut
70052.4913,1147.5,7972.0566,60932.9348,0.97,455.9183,2.6,1596.5526,1534.9749,Part-506,722,102,mevcut
12595.7567,290.0,735.2572,11570.4995,0.9491,643.511,4.4,3818.5158,3584.7684,Part-507,1116,727,mevcut
4633.7132,610.0,3000.4587,1023.2545,0.9972,424.9512,0.1,713.5451,710.9536,Part-508,567,184,mevcut
12578.8052,900.0,2917.1822,8761.623,0.9905,2028.2355,0.6,9397.4364,9288.2165,Part-509,3306,1788,mevcut
213902.1586,3260.0,36304.2544,174337.9043,0.9557,206.7952,3.1,709.8595,669.0452,Part-510,347,49,mevcut
32135.5958,1095.0,3857.6181,27182.9777,0.9695,254.5275,2.1,1073.2727,1035.4629,Part-511,348,162,mevcut
4374.6132,500.0,1090.6245,2783.9887,0.9867,254.4282,1.1,621.5473,610.9055,Part-512,346,171,mevcut
1160573.9631,6660.0,163913.9486,990000.0145,0.9771,319.0717,1.8,1399.6029,1358.8488,Part-513,593,43,mevcut
29824.0764,1335.0,8989.4179,19499.6585,0.9792,325.9617,0.4,994.144,963.1149,Part-514,502,135,mevcut
6154.7922,1920.0,4146.1464,88.6458,0.9995,565.1231,0.1,548.7958,548.4441,Part-515,725,177,mevcut
29271.8426,1000.0,4168.0021,24103.8405,0.9766,174.1457,1.2,549.1644,536.2024,Part-516,192,56,mevcut
60439.004,1755.0,29436.897,29247.107,0.9903,333.3225,0.2,799.4212,787.1828,Part-517,503,38,mevcut
250594.5884,2655.0,46436.7601,201502.8283,0.9743,369.4719,1.3,1233.708,1191.6803,Part-518,582,68,mevcut
190971.6381,3667.5,187304.1381,0.0,1.0,458.7487,0.0,584.9154,584.9154,Part-519,679,21,mevcut
166013.6387,12100.0,153913.6387,0.0,1.0,243.9163,0.0,523.3647,523.3647,Part-520,286,26,mevcut
19646.6395,2280.0,14261.3406,3105.2989,0.9931,464.8005,0.6,376.3066,372.8973,Part-521,643,82,mevcut
17561.5612,2320.0,15241.5612,0.0,1.0,400.5456,0.0,355.6669,355.6669,Part-522,535,63,mevcut
1218455.2345,9060.0,387198.9185,822196.3161,0.9727,507.4866,0.9,1477.2154,1424.3602,Part-523,1055,33,mevcut
445295.8066,1895.0,33993.7991,409407.0075,0.9518,144.9983,3.8,975.2119,917.6419,Part-524,326,25,mevcut
13057.3052,1040.0,5011.2279,7006.0773,0.9962,181.4817,0.3,991.3119,986.9302,Part-525,347,104,mevcut
6574.4289,1245.0,4940.9222,388.5067,0.9975,521.3122,0.1,394.3664,393.0511,Part-526,692,121,mevcut
3469.4311,630.0,2243.6382,595.7929,0.9984,220.9113,0.1,794.4151,792.7953,Part-527,303,109,mevcut
615192.8094,4770.0,139497.5779,470925.2316,0.9591,169.082,0.7,550.2701,525.386,Part-528,201,14,mevcut
21841.308,3440.0,15257.3039,3144.0041,0.9934,509.0859,0.6,385.1522,381.7971,Part-529,736,60,mevcut
31035.7,1700.0,29335.7,0.0,1.0,323.535,0.0,558.3786,558.3786,Part-530,471,47,mevcut
228493.4502,4312.5,148109.316,76071.6342,0.9924,232.3491,0.4,356.404,353.0712,Part-531,449,12,mevcut
11466403.8325,13260.0,260195.4539,11192948.3786,0.9325,725.2231,5.2,5813.4693,5348.4949,Part-532,1851,130,mevcut
14691.5063,750.0,13941.5063,0.0,1.0,369.9344,0.0,345.347,345.347,Part-533,456,43,mevcut
73653.4736,2890.0,48450.5296,22312.944,0.9948,304.2856,0.3,618.8235,614.5662,Part-534,503,32,mevcut
8252.8183,960.0,7292.8183,0.0,1.0,507.3971,0.0,410.5833,410.5833,Part-535,670,96,mevcut
13447.0758,1110.0,9453.8388,2883.237,0.995,184.6046,0.9,439.7001,436.8687,Part-536,223,70,mevcut
26215.5857,2150.0,4515.3095,19550.2762,0.9835,587.0137,2.4,2444.4979,2393.6321,Part-537,840,690,mevcut
23404.2793,1550.0,14950.6252,6903.6541,0.9944,339.0922,0.2,672.6342,666.6426,Part-538,482,53,mevcut
19374.1548,2880.0,16494.1548,0.0,1.0,370.2926,0.0,357.1411,357.1411,Part-539,449,75,mevcut
2081.9566,510.0,1297.5728,274.3838,0.9988,476.5733,0.4,848.072,846.5179,Part-540,603,221,mevcut
520434.4248,3960.0,83734.4009,432740.0239,0.982,181.4797,0.3,522.6276,508.5886,Part-541,314,25,mevcut
13775.1208,1087.5,12687.6208,0.0,1.0,500.6164,0.0,630.2491,630.2491,Part-542,695,72,mevcut
2764606.4806,6940.0,64912.6658,2692753.8148,0.934,124.6816,5.0,1751.2142,1627.4901,Part-543,469,24,mevcut
1605.7014,630.0,975.7014,0.0,1.0,545.0411,0.0,344.2413,344.2413,Part-544,506,410,mevcut
534.7542,210.0,324.7542,0.0,1.0,461.4859,0.0,509.3592,509.3592,Part-545,463,447,mevcut
33677.1855,855.0,5295.7861,27526.3993,0.9796,200.1204,1.7,821.1419,799.7768,Part-546,313,66,mevcut
29571.8839,1620.0,7742.2196,20209.6643,0.987,499.5072,0.2,1321.996,1296.0062,Part-547,734,135,mevcut
11063.6698,1140.0,9923.6698,0.0,1.0,383.46,0.0,372.6209,372.6209,Part-548,512,65,mevcut
17870.7162,457.5,2831.321,14581.8951,0.9724,237.9404,2.3,616.6121,597.5807,Part-549,278,98,mevcut
82240.4964,1890.0,10826.1377,69524.3588,0.9647,365.059,1.4,1304.7262,1256.4929,Part-550,368,206,mevcut
2088.3344,330.0,384.7238,1373.6106,0.9746,429.5162,1.9,1184.7217,1147.9646,Part-551,374,663,mevcut
165631.0667,1930.0,30364.5257,133336.541,0.9637,913.8824,3.4,3157.511,3006.3478,Part-552,1570,182,mevcut
91315.7939,3300.0,10368.8595,77646.9344,0.9757,347.0316,1.6,1227.5881,1187.6644,Part-553,534,217,mevcut
2597313.2475,6720.0,344611.5368,2245981.7107,0.9468,442.4644,1.1,1661.8673,1542.5041,Part-554,1229,20,mevcut
23486.4708,1000.0,4758.9863,17727.4845,0.9745,305.3065,1.8,991.3154,964.6134,Part-555,364,206,mevcut
54585.7216,2610.0,41362.6304,10613.0912,0.9942,1414.6459,0.1,2194.0776,2177.3139,Part-556,2345,111,mevcut
12079.8279,1207.5,8994.3986,1877.9292,0.9987,593.8241,0.2,1125.9713,1123.616,Part-557,865,94,mevcut
110161.5681,4490.0,60856.1257,44815.4424,0.9944,193.7222,0.1,419.0603,415.9798,Part-558,347,14,mevcut
9510.089,870.0,3743.9669,4896.1221,0.9912,268.0224,1.2,657.1833,648.5575,Part-559,368,149,mevcut
9162.8004,1200.0,5829.154,2133.6464,0.9956,340.2381,0.5,905.7058,900.3882,Part-560,502,142,mevcut
69424.0919,725.0,8571.5611,60127.5307,0.9789,418.5654,0.9,1343.1981,1303.8309,Part-561,657,96,mevcut
21078.4391,2250.0,18828.4391,0.0,1.0,442.6947,0.0,333.1843,333.1843,Part-562,639,37,mevcut
245951.4692,3390.0,21222.2004,221339.2688,0.9643,733.205,3.0,4224.6448,4039.166,Part-563,1417,173,mevcut
6453.3955,1320.0,1208.1465,3925.249,0.9912,1906.0233,0.9,7301.2563,7221.3611,Part-564,2783,2006,mevcut
166400.6733,6195.0,160205.6733,0.0,1.0,899.251,0.0,1654.1274,1654.1274,Part-565,1279,54,mevcut
34502.1014,1260.0,9380.683,23861.4184,0.9829,205.7419,0.9,484.2967,472.1562,Part-566,323,54,mevcut
4380.7576,1005.0,3375.7576,0.0,1.0,102.7038,0.0,308.4144,308.4144,Part-567,128,53,mevcut
7048.3273,510.0,749.6724,5788.6549,0.9539,160.5687,4.2,682.5909,644.4299,Part-568,203,208,mevcut
4274401.7984,3817.5,147302.4088,4123281.8895,0.9095,263.0299,3.8,1232.1185,1095.1922,Part-569,562,25,mevcut
17218.8527,1635.0,5466.2255,10117.6272,0.9959,174.3136,0.4,947.8252,943.0574,Part-570,269,89,mevcut
6566.7464,820.0,5746.7464,0.0,1.0,333.7833,0.0,635.0404,635.0404,Part-571,446,96,mevcut
719946.8958,2250.0,41310.1528,676386.743,0.9457,1212.5641,4.3,6617.0237,6178.3612,Part-572,2072,235,mevcut
20878.5898,1320.0,3316.1826,16242.4072,0.98,175.0228,2.0,1178.1649,1152.908,Part-573,345,134,mevcut
785728.1581,6345.0,147812.4428,631570.7153,0.9806,421.9522,1.0,1134.4483,1106.1279,Part-574,787,37,mevcut
4836.0526,1150.0,2466.4894,1219.5633,0.9946,414.3967,0.1,481.7167,478.287,Part-575,431,376,mevcut
4545.6327,610.0,3935.6327,0.0,1.0,278.5218,0.0,372.2524,372.2524,Part-576,323,99,mevcut
194445.5317,1590.0,14997.4585,177858.0731,0.9499,599.0186,2.0,2027.1169,1923.9821,Part-577,586,140,mevcut
116650.764,2745.0,76415.4019,37490.3621,0.9938,477.7746,0.2,888.6143,881.3795,Part-578,814,39,mevcut
8563.513,660.0,1775.171,6128.3419,0.9801,105.9948,0.3,320.1577,310.6515,Part-579,136,79,mevcut
7811.5299,865.0,6946.5299,0.0,1.0,253.4054,0.0,417.9546,417.9546,Part-580,339,37,mevcut
22791.7246,757.5,6792.8039,15241.4207,0.9792,340.7843,1.1,890.8257,863.9416,Part-581,477,88,mevcut
52123.5469,750.0,7545.7422,43827.8047,0.957,344.6354,2.1,1561.0807,1493.7693,Part-582,374,138,mevcut
9555.7006,870.0,4438.5155,4247.1851,0.9944,132.8596,0.5,271.6337,269.2123,Part-583,151,54,mevcut
11270.7317,1485.0,7506.4613,2279.2704,0.9955,261.1112,0.3,508.9906,505.6194,Part-584,380,74,mevcut
15738.3396,860.0,3062.1802,11816.1594,0.959,352.6,3.5,964.5391,911.8331,Part-585,438,249,mevcut
4750.9932,760.0,2443.0519,1547.9414,0.9911,202.0721,0.3,385.8893,380.9998,Part-586,284,76,mevcut
262176.0838,5550.0,108392.1401,148233.9438,0.9832,155.5762,0.3,400.632,391.4691,Part-587,302,10,mevcut
11934.1764,1132.5,7277.5117,3524.1647,0.9962,313.1729,0.2,984.0642,979.1078,Part-588,482,67,mevcut
196680.0783,8320.0,188360.0783,0.0,1.0,278.9496,0.0,509.7278,509.7278,Part-589,429,16,mevcut
28130.902,790.0,6992.0718,20348.8302,0.9847,410.1265,0.2,1048.9409,1023.6436,Part-590,602,71,mevcut
10954.1163,880.0,3740.8829,6333.2335,0.9862,107.1588,0.3,266.1052,260.4083,Part-591,153,35,mevcut
14418.1601,517.5,3450.2783,10450.3818,0.9815,216.8759,0.2,549.533,533.5112,Part-592,292,86,mevcut
218965.2284,4500.0,26010.7469,188454.4815,0.9477,536.0609,3.3,2623.8915,2454.9438,Part-593,1084,128,mevcut
11546.0238,930.0,2665.7501,7950.2737,0.9813,208.0574,1.3,627.6781,609.6409,Part-594,304,122,mevcut
22981.5253,1280.0,5565.2565,16136.2688,0.99,160.4606,0.5,646.791,638.3551,Part-595,204,109,mevcut
84451.5593,2745.0,67532.6959,14173.8634,0.9983,215.0364,0.2,438.5944,437.4385,Part-596,343,16,mevcut
16314.601,855.0,3609.7451,11849.8558,0.9855,188.4577,1.3,559.7258,547.6855,Part-597,220,111,mevcut
8792.029,1260.0,3957.5492,3574.4798,0.9936,276.087,0.5,544.7416,540.0765,Part-598,395,97,mevcut
743353.4652,3390.0,134439.0875,605524.3777,0.9812,1512.3042,0.1,4008.5315,3889.4513,Part-599,2442,62,mevcut
10324.3023,1510.0,8814.3023,0.0,1.0,262.8266,0.0,291.9048,291.9048,Part-600,364,35,mevcut
104973.4261,3720.0,88498.783,12754.6431,0.9988,201.9392,0.1,431.2231,430.5671,Part-601,435,9,mevcut
12528.244,1710.0,8112.7257,2705.5183,0.9935,249.0552,0.3,431.2231,427.5671,Part-602,368,61,mevcut
11605.3183,705.0,2492.9748,8407.3435,0.9855,95.6938,0.5,260.75,255.1289,Part-603,148,36,mevcut
212699.7469,4170.0,68718.3764,139811.3705,0.9924,214.3719,0.3,596.3409,589.2341,Part-604,331,17,mevcut
8504.7779,940.0,6057.2924,1507.4855,0.9971,190.4219,0.1,243.6226,242.6997,Part-605,282,24,mevcut
7000.1152,1060.0,5940.1152,0.0,1.0,311.0892,0.0,249.1511,249.1511,Part-606,416,55,mevcut
280274.0833,1560.0,26977.3084,251736.7749,0.9598,218.8199,1.9,729.3935,694.545,Part-607,318,22,mevcut
170113.4234,8300.0,161813.4234,0.0,1.0,621.995,0.0,680.0056,680.0056,Part-608,996,33,mevcut
379619.3521,1335.0,22957.6607,355326.6914,0.9319,220.327,3.4,993.1888,915.3139,Part-609,344,34,mevcut
11544.5086,470.0,4319.7821,6754.7265,0.9895,247.1069,0.2,518.2048,509.587,Part-610,340,67,mevcut
50731.7832,4470.0,34503.7804,11758.0028,0.995,330.947,0.1,282.6907,280.8406,Part-611,518,24,mevcut
1849.2076,630.0,1055.1104,164.0973,0.997,536.3669,0.1,1067.718,1063.9456,Part-612,507,698,mevcut
125770.7325,6660.0,119110.7325,0.0,1.0,257.63,0.0,344.2413,344.2413,Part-613,373,25,mevcut
759.4936,255.0,504.4936,0.0,1.0,271.2957,0.0,463.6569,463.6569,Part-614,305,135,mevcut
23168.2827,910.0,4389.4221,17868.8607,0.9863,287.9874,1.2,1457.2091,1432.2093,Part-615,429,171,mevcut
678933.9615,3945.0,118682.6249,556306.3366,0.976,261.2903,1.2,832.9422,805.1763,Part-616,418,31,mevcut
1040633.6243,3945.0,102885.166,933803.4583,0.9482,138.3616,1.2,522.5272,486.0698,Part-617,318,7,mevcut
23140.4026,2460.0,20680.4026,0.0,1.0,425.8156,0.0,521.5219,521.5219,Part-618,602,55,mevcut
57743.8337,980.0,4094.716,52669.1177,0.9631,149.0466,4.0,824.4155,786.6097,Part-619,289,93,mevcut
9112.4829,1065.0,8047.4829,0.0,1.0,281.146,0.0,244.7283,244.7283,Part-620,287,64,mevcut
117845.8663,4020.0,16787.9279,97037.9385,0.9709,106.6992,3.2,454.5274,436.6328,Part-621,189,37,mevcut
4626.1196,880.0,3746.1196,0.0,1.0,727.0792,0.0,1707.9381,1707.9381,Part-622,762,241,mevcut
27472.5168,2535.0,24937.5168,0.0,1.0,430.7827,0.0,725.3393,725.3393,Part-623,625,63,mevcut
444753.1338,6820.0,215950.5706,221982.5633,0.9926,391.8311,0.3,930.6309,920.9606,Part-624,819,20,mevcut
234010.4288,3140.0,66727.0161,164143.4127,0.9795,291.4805,0.9,903.357,876.0661,Part-625,501,33,mevcut
42936.9663,1230.0,2711.4618,38995.5045,0.9509,83.1143,5.1,555.1297,522.4346,Part-626,165,69,mevcut
528024.2512,9150.0,81806.7453,437067.5059,0.969,197.536,1.5,639.0947,611.6091,Part-627,338,42,mevcut
11177.5125,1980.0,5558.6374,3638.8751,0.9981,370.9362,0.3,1979.7672,1975.4353,Part-628,644,325,mevcut
529922.1078,6915.0,62822.3969,460184.7109,0.9603,250.0539,2.1,1343.7976,1278.0909,Part-629,558,32,mevcut
66630.6676,1230.0,6677.7364,58722.9312,0.9505,376.1439,4.4,1922.5468,1806.489,Part-630,614,132,mevcut
3345.3434,490.0,1527.9545,1327.3889,0.991,286.2027,0.7,476.1882,470.5746,Part-631,377,164,mevcut
12952.4595,1740.0,11212.4595,0.0,1.0,310.5109,0.0,228.1428,228.1428,Part-632,406,67,mevcut
167039.8576,4432.5,117592.0852,45015.2724,0.9921,175.2995,0.4,280.8478,278.1518,Part-633,343,9,mevcut
41998.7076,3030.0,38968.7076,0.0,1.0,512.8657,0.0,503.4621,503.4621,Part-634,671,50,mevcut
6501.2699,1080.0,3142.0714,2279.1985,0.9964,218.4269,0.6,864.1374,860.4165,Part-635,273,110,mevcut
9720868.0145,11595.0,201350.2695,9507922.745,0.8915,415.4701,7.9,6332.7466,5581.7329,Part-636,1279,63,mevcut
57442.594,802.5,7545.375,49094.719,0.9776,131.1259,2.1,362.677,350.8689,Part-637,187,34,mevcut
9342.9707,1665.0,6265.4401,1412.5306,0.9951,390.1305,0.1,262.7881,261.116,Part-638,529,67,mevcut
29305.356,1200.0,3692.3443,24413.0117,0.9832,515.5877,1.2,2147.2914,2101.8414,Part-639,805,272,mevcut
57264.7004,2812.5,54452.2004,0.0,1.0,1250.555,0.0,1904.7528,1904.7528,Part-640,1994,83,mevcut
216038.0647,3150.0,43568.726,169319.3387,0.9828,270.2195,0.4,723.1279,704.4125,Part-641,422,24,mevcut
467171.7234,2505.0,30825.2887,433841.4347,0.922,86.2815,3.1,333.9214,303.8912,Part-642,119,17,mevcut
20448.6932,1890.0,6114.2841,12444.4091,0.9911,225.3853,0.2,475.8196,469.1366,Part-643,303,96,mevcut
18697.8174,1200.0,8697.0359,8800.7816,0.9898,184.3753,0.3,403.5805,397.6301,Part-644,290,36,mevcut
120239.7653,1515.0,7776.4508,110948.3145,0.9555,207.3294,3.6,1693.726,1602.9796,Part-645,518,55,mevcut
13689.1924,937.5,12751.6924,0.0,1.0,402.679,0.0,519.3105,519.3105,Part-646,543,66,mevcut
74934.1902,4900.0,29329.8662,40704.324,0.9874,955.9485,0.5,2415.3173,2370.3014,Part-647,1442,319,mevcut
10254.8084,940.0,2718.4915,6596.3169,0.9912,234.1509,0.4,613.7335,606.7151,Part-648,313,167,mevcut
35274.1296,1425.0,13996.2341,19852.8955,0.9861,879.3893,1.2,2487.5055,2444.7108,Part-649,1120,271,mevcut
20806.5883,1005.0,7685.9317,12115.6566,0.9895,199.7109,1.2,631.7761,623.728,Part-650,279,53,mevcut
42293.3699,1190.0,6076.0627,35027.3072,0.9672,152.3969,1.6,541.1929,518.9883,Part-651,233,43,mevcut
8639.8228,1440.0,6706.6029,493.22,0.9996,258.6227,0.1,671.2263,670.8628,Part-652,365,111,mevcut
6456.9648,960.0,2068.0263,3428.9385,0.9912,302.7414,0.3,804.2407,793.5653,Part-653,339,296,mevcut
208139.512,3940.0,149788.8194,54410.6926,0.9979,366.9025,0.2,720.5479,718.1561,Part-654,565,23,mevcut
8099.6355,2150.0,4213.3239,1736.3116,0.9962,132.7234,0.1,354.3157,352.6416,Part-655,147,108,mevcut
10939.8245,1252.5,7516.8188,2170.5057,0.9963,261.6041,0.1,371.5152,369.6932,Part-656,389,39,mevcut
617.5306,270.0,347.5306,0.0,1.0,339.7171,0.0,466.2369,466.2369,Part-657,363,295,mevcut
21369.0395,2040.0,4636.2087,14692.8308,0.9886,129.5734,0.9,638.0293,628.978,Part-658,174,99,mevcut
37219.8931,1545.0,14428.435,21246.4581,0.9872,853.9557,0.2,2047.7566,2006.5086,Part-659,1214,228,mevcut
5590.5145,1080.0,4510.5145,0.0,1.0,206.7404,0.0,204.9231,204.9231,Part-660,251,70,mevcut
7248.901,1530.0,4249.2495,1469.6516,0.9986,250.6932,0.5,441.5429,440.566,Part-661,319,128,mevcut
18905.158,795.0,4209.6944,13900.4636,0.9712,186.8591,1.2,524.4704,502.3437,Part-662,252,116,mevcut
12489.5444,907.5,11582.0444,0.0,1.0,339.7889,0.0,618.0864,618.0864,Part-663,418,61,mevcut
55907.3223,4275.0,51632.3223,0.0,1.0,232.2172,0.0,298.1705,298.1705,Part-664,358,19,mevcut
5477.2916,1260.0,4217.2916,0.0,1.0,449.7828,0.0,791.3127,791.3127,Part-665,615,139,mevcut
713675.8423,11820.0,319761.7094,382094.133,0.986,478.6777,0.1,1278.1893,1250.0065,Part-666,776,25,mevcut
15636.3145,2100.0,13536.3145,0.0,1.0,1107.3038,0.0,958.2734,958.2734,Part-667,1507,146,mevcut
19049.5788,2200.0,9938.0061,6911.5727,0.993,230.4923,0.4,562.5399,556.3601,Part-668,343,64,mevcut
16257.5445,3330.0,12927.5445,0.0,1.0,1021.5826,0.0,3935.5595,3935.5595,Part-669,1656,371,mevcut
3585.5037,960.0,2625.5037,0.0,1.0,114.2389,0.0,192.0233,192.0233,Part-670,142,56,mevcut
7488.2066,1580.0,5908.2066,0.0,1.0,170.2709,0.0,267.948,267.948,Part-671,203,51,mevcut
7803.0014,825.0,3616.2393,3361.7621,0.9957,173.4122,0.6,533.3635,529.9798,Part-672,208,111,mevcut
132300.2035,1570.0,12271.4402,118458.7633,0.9555,161.8253,3.2,528.7259,498.4729,Part-673,249,32,mevcut
87361.122,8650.0,74222.667,4488.4551,0.9984,336.0171,0.1,276.0565,275.4658,Part-674,484,39,mevcut
6611.4047,1140.0,5471.4047,0.0,1.0,204.5866,0.0,237.357,237.357,Part-675,268,55,mevcut
18885.8586,980.0,6446.2002,11459.6584,0.9909,214.8549,1.1,506.4107,499.1182,Part-676,264,115,mevcut
17192.6655,1650.0,6553.4866,8989.1789,0.9902,218.7996,0.4,653.1362,643.4242,Part-677,335,68,mevcut
91002.6436,2460.0,23057.5682,65485.0754,0.9842,672.7226,1.0,2716.4224,2662.4239,Part-678,956,154,mevcut
972.5562,270.0,702.5562,0.0,1.0,113.1877,0.0,194.2347,194.2347,Part-679,69,133,mevcut
1895.6546,420.0,1124.4177,351.237,0.9966,318.9062,0.7,744.7676,740.8362,Part-680,190,376,mevcut
192547.1299,5330.0,177905.6688,9311.4612,0.9991,271.9791,0.1,430.4859,429.9588,Part-681,484,14,mevcut
3497.3514,740.0,2381.9912,375.3602,0.9985,128.7493,0.6,295.9591,295.3565,Part-682,160,54,mevcut
8110.3737,465.0,1110.114,6535.2597,0.9707,86.6426,3.0,288.7563,276.664,Part-683,124,52,mevcut
10850518.569,7120.0,267565.3133,10575833.2557,0.8998,597.7268,6.5,5476.6566,4838.5819,Part-684,1488,56,mevcut
3878.336,367.5,1689.6488,1821.1873,0.992,407.7057,0.4,979.2817,966.8885,Part-685,526,256,mevcut
69132.8813,3140.0,65992.8813,0.0,1.0,250.364,0.0,290.4306,290.4306,Part-686,377,17,mevcut
128824.8153,6240.0,85981.9579,36602.8574,0.9967,131.9082,0.3,260.9452,259.6978,Part-687,205,18,mevcut
6668.0519,2150.0,4518.0519,0.0,1.0,471.3669,0.0,595.6038,595.6038,Part-688,561,243,mevcut
10190.4706,885.0,3680.3734,5625.0972,0.9895,440.9972,0.5,1059.9979,1043.8356,Part-689,605,246,mevcut
119315.6117,2835.0,59978.9837,56501.628,0.9941,194.5631,0.2,435.6459,431.5515,Part-690,307,14,mevcut
12369.3775,1470.0,10899.3775,0.0,1.0,311.0515,0.0,370.7781,370.7781,Part-691,438,46,mevcut
20628.6288,2250.0,14737.5526,3641.0762,0.9951,396.8108,0.1,309.596,307.5943,Part-692,565,53,mevcut
3117.524,610.0,2507.524,0.0,1.0,223.4443,0.0,238.4627,238.4627,Part-693,258,72,mevcut
46327.5814,1462.5,16190.6947,28674.3867,0.9905,465.0952,0.2,1123.0228,1106.129,Part-694,708,66,mevcut
193176.5108,1800.0,11336.9705,180039.5403,0.9373,308.0148,4.4,1972.8366,1822.5469,Part-695,629,74,mevcut
1168.701,280.0,483.4171,405.2838,0.9944,148.242,0.7,408.4791,405.519,Part-696,128,176,mevcut
4212.3269,690.0,3522.3269,0.0,1.0,266.9383,0.0,269.7908,269.7908,Part-697,349,55,mevcut
5117.0402,675.0,4442.0402,0.0,1.0,187.1571,0.0,231.0913,231.0913,Part-698,247,44,mevcut
110027.8138,3000.0,10665.1206,96362.6932,0.9691,1406.2659,2.1,7159.7797,6890.0677,Part-699,2272,631,mevcut
11925.8975,1600.0,10325.8975,0.0,1.0,372.4035,0.0,585.2839,585.2839,Part-700,389,100,mevcut
4660.1702,535.0,2696.9709,1428.1993,0.9986,120.9854,0.2,528.5224,527.5909,Part-701,172,51,mevcut
994.076,360.0,634.076,0.0,1.0,246.4208,0.0,189.4433,189.4433,Part-702,227,102,mevcut
99928.9169,4785.0,95143.9169,0.0,1.0,162.6006,0.0,322.1273,322.1273,Part-703,225,13,mevcut
4490.7569,575.0,3060.8206,854.9364,0.998,210.9809,0.2,386.6265,385.4054,Part-704,300,46,mevcut
3058.8024,915.0,2143.8024,0.0,1.0,127.2599,0.0,181.7034,181.7034,Part-705,149,48,mevcut
17586.8012,550.0,3110.5016,13926.2996,0.984,139.5067,0.4,329.4986,321.1738,Part-706,190,76,mevcut
10129.6161,1240.0,6365.4223,2524.1938,0.9935,210.9093,0.5,193.129,191.4798,Part-707,297,36,mevcut
136574.9022,3750.0,132824.9022,0.0,1.0,180.4965,0.0,225.9314,225.9314,Part-708,222,10,mevcut
3328.5856,620.0,1924.712,783.8736,0.9951,147.3182,0.1,386.995,385.3521,Part-709,146,74,mevcut
12087.7947,1230.0,3163.7439,7694.0508,0.9807,136.9307,0.9,283.7964,275.7787,Part-710,177,105,mevcut
886558.5086,9740.0,524979.5264,351838.9822,0.9948,1121.4112,0.1,2208.4517,2190.2491,Part-711,1750,55,mevcut
