parca_no,mevcut_r,mevcut_Q,onerilen_r,onerilen_Q,optimize_maliyet,servis_seviyesi,ortalama_stok,stoksuz_gun,hedef_servis_saglandir,r_degisimi,Q_degisimi,mevcut_maliyet,maliyet_tasarrufu,tasarruf_orani
Part-490,1307,438,789,581,5959.74,0.9996,782.3777,0.6,True,-518,143,8515.2631,2555.52,30.01
Part-491,1598,383,1301,1131,5701.77,0.9988,1155.0446,0.1,True,-297,748,13934.4447,8232.67,59.08
Part-492,335,116,167,283,4528.37,1.0,229.8467,0.0,True,-168,167,6490.8353,1962.47,30.23
Part-493,582,38,636,188,55414.87,0.9997,404.4623,0.1,True,54,150,182375.9686,126961.1,69.62
Part-494,399,31,458,144,312059.7,0.99,263.6637,0.8,True,59,113,593374.7628,281315.06,47.41
Part-495,1286,60,390,308,17494.41,1.0,351.0843,0.0,True,-896,248,44212.2459,26717.84,60.43
Part-496,1698,310,1120,798,6994.75,0.9999,1310.7091,0.7,True,-578,488,8901.7811,1907.03,21.42
Part-497,763,188,766,324,8722.33,1.0,632.8092,0.0,True,3,136,10863.2053,2140.88,19.71
Part-498,320,117,181,254,4799.13,0.993,190.1094,0.7,True,-139,137,6414.7198,1615.59,25.19
Part-499,611,62,525,244,36617.16,1.0,419.9375,0.0,True,-86,182,63205.6492,26588.49,42.07
Part-500,540,101,216,228,5433.41,1.0,271.2742,0.0,True,-324,127,10436.53,5003.12,47.94
Part-501,566,87,284,375,15853.06,0.9911,280.7965,0.7,True,-282,288,20691.9532,4838.89,23.39
Part-502,745,33,721,174,382344.55,0.9948,459.2495,0.1,True,-24,141,445031.8575,62687.31,14.09
Part-503,695,15,599,178,356442.28,1.0,471.0786,0.0,True,-96,163,1744874.7114,1388432.43,79.57
Part-504,695,20,649,193,271611.16,1.0,544.4442,0.0,True,-46,173,1006803.531,735192.37,73.02
Part-505,752,64,561,443,22304.2,0.9979,490.7837,0.1,True,-191,379,38021.2368,15717.04,41.34
Part-506,722,102,881,573,13347.95,1.0,748.3507,0.0,True,159,471,70052.4913,56704.54,80.95
Part-507,1116,727,1554,1575,6315.32,0.9787,1230.9424,1.9,True,438,848,12595.7567,6280.44,49.86
Part-508,567,184,350,304,3572.2,0.9972,314.2667,0.1,True,-217,120,4633.7132,1061.51,22.91
Part-509,3306,1788,3562,2004,7383.5,0.9964,2311.0577,0.1,True,256,216,12578.8052,5195.31,41.3
Part-510,347,49,498,97,77126.83,0.9957,330.8597,0.5,True,151,48,213902.1586,136775.33,63.94
Part-511,348,162,402,265,8797.59,0.9968,334.832,0.3,True,54,103,32135.5958,23338.01,72.62
Part-512,346,171,310,283,3029.15,0.9917,264.89,0.7,True,-36,112,4374.6132,1345.46,30.76
Part-513,593,43,665,198,318519.44,0.9979,434.6652,0.3,True,72,155,1160573.9631,842054.52,72.56
Part-514,502,135,476,629,17418.88,0.9955,489.6718,0.1,True,-26,494,29824.0764,12405.2,41.59
Part-515,725,177,286,233,2968.58,0.9995,257.5997,0.1,True,-439,56,6154.7922,3186.21,51.77
Part-516,192,56,177,184,5655.14,1.0,222.4926,0.0,True,-15,128,29271.8426,23616.7,80.68
Part-517,503,38,555,175,38717.02,1.0,433.3085,0.0,True,52,137,60439.004,21721.98,35.94
Part-518,582,68,672,330,68317.56,1.0,538.3142,0.0,True,90,262,250594.5884,182277.03,72.74
Part-519,679,21,204,230,86406.83,1.0,211.0965,0.0,True,-475,209,190971.6381,104564.81,54.75
Part-520,286,26,142,218,130800.56,1.0,205.2274,0.0,True,-144,192,166013.6387,35213.08,21.21
Part-521,643,82,214,180,9563.32,0.9931,188.9672,0.6,True,-429,98,19646.6395,10083.32,51.32
Part-522,535,63,184,206,8068.29,1.0,200.47,0.0,True,-351,143,17561.5612,9493.27,54.06
Part-523,1055,33,780,1056,847393.53,0.9921,799.4473,0.7,True,-275,1023,1218455.2345,371061.7,30.45
Part-524,326,25,451,125,124671.88,0.9935,277.6483,0.4,True,125,100,445295.8066,320623.93,72.0
Part-525,347,104,363,117,8587.78,0.9988,199.1869,0.1,True,16,13,13057.3052,4469.53,34.23
Part-526,692,121,201,172,2575.16,0.9975,180.0677,0.1,True,-491,51,6574.4289,3999.27,60.83
Part-527,303,109,277,147,3399.78,0.9981,218.0575,0.3,True,-26,38,3469.4311,69.65,2.01
Part-528,201,14,167,119,157243.41,1.0,188.9133,0.7,True,-34,105,615192.8094,457949.4,74.44
Part-529,736,60,195,248,9340.97,0.9934,191.4237,0.6,True,-541,188,21841.308,12500.34,57.23
Part-530,471,47,292,218,24123.12,1.0,262.2972,0.0,True,-179,171,31035.7,6912.58,22.27
Part-531,449,12,224,92,174557.03,0.9935,164.6247,0.3,True,-225,80,228493.4502,53936.42,23.61
Part-532,1851,130,2680,799,2845991.0,0.9869,1607.0282,1.6,True,829,669,11466403.8325,8620412.83,75.18
Part-533,456,43,165,98,6085.08,1.0,156.4244,0.0,True,-291,55,14691.5063,8606.43,58.58
Part-534,503,32,394,159,69183.11,0.9948,293.091,0.1,True,-109,127,73653.4736,4470.36,6.07
Part-535,670,96,230,148,3433.88,0.9998,205.6805,0.1,True,-440,52,8252.8183,4818.94,58.39
Part-536,223,70,146,171,8581.92,1.0,159.0844,0.0,True,-77,101,13447.0758,4865.16,36.18
Part-537,840,690,1038,895,20152.82,0.9896,795.4179,1.5,True,198,205,26215.5857,6062.77,23.13
Part-538,482,53,331,450,17466.0,1.0,391.38,0.0,True,-151,397,23404.2793,5938.28,25.37
Part-539,449,75,174,94,8406.14,1.0,156.3893,0.0,True,-275,19,19374.1548,10968.01,56.61
Part-540,603,221,554,245,1673.29,1.0,452.9638,0.0,True,-49,24,2081.9566,408.67,19.63
Part-541,314,25,329,135,231578.74,0.9944,244.2961,0.1,True,15,110,520434.4248,288855.68,55.5
Part-542,695,72,404,174,8649.86,1.0,327.3897,0.0,True,-291,102,13775.1208,5125.26,37.21
Part-543,469,24,630,261,593815.32,0.9906,334.6974,0.6,True,161,237,2764606.4806,2170791.16,78.52
Part-544,506,410,124,373,958.07,0.9945,230.9437,1.2,True,-382,-37,1605.7014,647.63,40.33
Part-545,463,447,178,552,402.13,0.9977,338.7468,1.4,True,-285,105,534.7542,132.62,24.8
Part-546,313,66,408,129,8209.62,1.0,290.3909,0.0,True,95,63,33677.1855,25467.57,75.62
Part-547,734,135,708,348,9489.94,1.0,568.7165,0.0,True,-26,213,29571.8839,20081.94,67.91
Part-548,512,65,228,106,5175.22,1.0,182.9733,0.0,True,-284,41,11063.6698,5888.45,53.22
Part-549,278,98,250,242,3471.88,1.0,274.7541,0.0,True,-28,144,17870.7162,14398.84,80.57
Part-550,368,206,565,181,18317.35,1.0,530.666,0.0,True,197,-25,82240.4964,63923.15,77.73
Part-551,374,663,418,1051,1236.22,0.9929,633.6396,0.6,True,44,388,2088.3344,852.11,40.8
Part-552,1570,182,1649,1436,60281.0,0.9969,1459.2172,0.1,True,79,1254,165631.0667,105350.07,63.61
Part-553,534,217,491,711,30072.25,0.9953,526.0909,0.1,True,-43,494,91315.7939,61243.54,67.07
Part-554,1229,20,900,697,657317.88,0.999,791.4461,0.1,True,-329,677,2597313.2475,1939995.37,74.69
Part-555,364,206,310,411,5985.99,1.0,349.3802,0.0,True,-54,205,23486.4708,17500.48,74.51
Part-556,2345,111,1261,695,39626.13,0.9942,980.9904,0.1,True,-1084,584,54585.7216,14959.59,27.41
Part-557,865,94,690,431,9237.07,1.0,593.01,0.0,True,-175,337,12079.8279,2842.76,23.53
Part-558,347,14,234,135,102053.68,0.9944,180.8367,0.1,True,-113,121,110161.5681,8107.89,7.36
Part-559,368,149,341,297,6071.63,0.9971,301.1533,0.1,True,-27,148,9510.089,3438.46,36.16
Part-560,502,142,387,556,8571.81,0.9972,409.5158,0.4,True,-115,414,9162.8004,590.99,6.45
Part-561,657,96,723,362,11828.38,1.0,566.3705,0.0,True,66,266,69424.0919,57595.71,82.96
Part-562,639,37,204,95,7476.06,1.0,165.1969,0.0,True,-435,58,21078.4391,13602.38,64.53
Part-563,1417,173,1858,567,35861.3,1.0,1196.4756,0.0,True,441,394,245951.4692,210090.17,85.42
Part-564,2783,2006,2741,3502,5273.54,0.9936,2514.2287,0.5,True,-42,1496,6453.3955,1179.86,18.28
Part-565,1279,54,552,648,108237.54,1.0,605.191,0.0,True,-727,594,166400.6733,58163.13,34.95
Part-566,323,54,267,231,20250.05,0.9927,237.5072,0.7,True,-56,177,34502.1014,14252.05,41.31
Part-567,128,53,114,70,3997.53,1.0,98.8027,0.0,True,-14,17,4380.7576,383.23,8.75
Part-568,203,208,276,280,2603.16,0.9926,243.24,0.5,True,73,72,7048.3273,4445.17,63.07
Part-569,562,25,640,584,724623.51,0.9917,575.0156,0.7,True,78,559,4274401.7984,3549778.29,83.05
Part-570,269,89,287,143,7694.73,1.0,210.4601,0.0,True,18,54,17218.8527,9524.12,55.31
Part-571,446,96,329,372,6429.31,1.0,360.6499,0.0,True,-117,276,6566.7464,137.44,2.09
Part-572,2072,235,2936,1002,71713.94,1.0,2084.1566,0.0,True,864,767,719946.8958,648232.96,90.04
Part-573,345,134,429,167,5861.68,1.0,247.6194,0.0,True,84,33,20878.5898,15016.91,71.92
Part-574,787,37,590,542,459300.75,0.9918,530.3369,0.7,True,-197,505,785728.1581,326427.41,41.54
Part-575,431,376,254,304,3807.49,0.9946,241.5878,0.1,True,-177,-72,4836.0526,1028.56,21.27
Part-576,323,99,108,153,2074.25,0.9996,123.5083,0.3,True,-215,54,4545.6327,2471.38,54.37
Part-577,586,140,738,481,21336.72,1.0,828.2524,0.0,True,152,341,194445.5317,173108.81,89.03
Part-578,814,39,530,227,100533.15,0.9938,391.6324,0.2,True,-284,188,116650.764,16117.61,13.82
Part-579,136,79,150,118,2690.5,1.0,131.9879,0.0,True,14,39,8563.513,5873.01,68.58
Part-580,339,37,229,78,5438.54,1.0,185.2621,0.0,True,-110,41,7811.5299,2372.99,30.38
Part-581,477,88,449,500,10179.74,0.9992,477.4885,0.3,True,-28,412,22791.7246,12611.98,55.34
Part-582,374,138,484,327,11617.71,1.0,512.8013,0.0,True,110,189,52123.5469,40505.84,77.71
Part-583,151,54,103,100,4115.22,1.0,109.7123,0.0,True,-48,46,9555.7006,5440.48,56.93
Part-584,380,74,275,214,8309.57,0.9979,238.4811,0.1,True,-105,140,11270.7317,2961.16,26.27
Part-585,438,249,561,280,4770.6,1.0,447.9899,0.0,True,123,31,15738.3396,10967.74,69.69
Part-586,284,76,204,243,3396.29,0.9949,194.2325,0.1,True,-80,167,4750.9932,1354.7,28.51
Part-587,302,10,233,132,178751.18,0.994,182.5671,0.1,True,-69,122,262176.0838,83424.9,31.82
Part-588,482,67,471,158,8455.41,1.0,342.2375,0.0,True,-11,91,11934.1764,3478.77,29.15
Part-589,429,16,251,179,183118.34,0.9973,219.4611,0.1,True,-178,163,196680.0783,13561.74,6.9
Part-590,602,71,669,300,9529.26,1.0,546.0436,0.0,True,67,229,28130.902,18601.64,66.13
Part-591,153,35,154,77,4721.68,1.0,122.6502,0.0,True,1,42,10954.1163,6232.44,56.9
Part-592,292,86,328,151,4551.74,1.0,264.8963,0.0,True,36,65,14418.1601,9866.42,68.43
Part-593,1084,128,1312,818,87871.37,0.9888,988.4955,0.8,True,228,690,218965.2284,131093.86,59.87
Part-594,304,122,291,392,5483.22,0.9969,313.9721,0.1,True,-13,270,11546.0238,6062.8,52.51
Part-595,204,109,241,78,7923.73,1.0,175.4096,0.0,True,37,-31,22981.5253,15057.8,65.52
Part-596,343,16,229,171,64929.92,1.0,205.9367,0.0,True,-114,155,84451.5593,19521.64,23.12
Part-597,220,111,264,140,5194.78,1.0,232.053,0.0,True,44,29,16314.601,11119.82,68.16
Part-598,395,97,289,353,7624.26,0.994,278.3318,0.1,True,-106,256,8792.029,1167.77,13.28
Part-599,2442,62,1509,1551,137217.94,1.0,1541.9324,0.0,True,-933,1489,743353.4652,606135.53,81.54
Part-600,364,35,169,110,5417.4,1.0,151.3988,0.0,True,-195,75,10324.3023,4906.9,47.53
Part-601,435,9,233,181,103151.57,0.9988,205.8825,0.1,True,-202,172,104973.4261,1821.86,1.74
Part-602,368,61,241,142,9372.5,0.9935,184.8708,0.3,True,-127,81,12528.244,3155.74,25.19
Part-603,148,36,147,84,6132.48,0.9945,115.222,0.1,True,-1,48,11605.3183,5472.84,47.16
Part-604,331,17,314,150,86928.9,1.0,269.5587,0.0,True,-17,133,212699.7469,125770.85,59.13
Part-605,282,24,116,104,4912.5,0.9971,102.013,0.1,True,-166,80,8504.7779,3592.28,42.24
Part-606,416,55,131,97,2585.08,1.0,117.577,0.0,True,-285,42,7000.1152,4415.04,63.07
Part-607,318,22,284,278,35759.12,0.9999,282.107,0.2,True,-34,256,280274.0833,244514.96,87.24
Part-608,996,33,422,196,88433.06,1.0,336.3917,0.0,True,-574,163,170113.4234,81680.36,48.02
Part-609,344,34,508,148,42516.75,1.0,404.1027,0.0,True,164,114,379619.3521,337102.6,88.8
Part-610,340,67,343,149,5115.08,1.0,279.1579,0.0,True,3,82,11544.5086,6429.43,55.69
Part-611,518,24,158,91,25148.43,0.995,122.2492,0.1,True,-360,67,50731.7832,25583.35,50.43
Part-612,507,698,469,628,1784.84,0.997,488.3958,0.1,True,-38,-70,1849.2076,64.37,3.48
Part-613,373,25,210,98,79514.3,1.0,169.13,0.0,True,-163,73,125770.7325,46256.43,36.78
Part-614,305,135,220,149,575.2,1.0,199.0779,0.0,True,-85,14,759.4936,184.29,24.26
Part-615,429,171,468,202,9288.68,0.9974,330.6003,0.4,True,39,31,23168.2827,13879.6,59.91
Part-616,418,31,482,232,177399.84,1.0,389.1414,0.0,True,64,201,678933.9615,501534.12,73.87
Part-617,318,7,260,226,211099.89,0.9977,229.3601,0.1,True,-58,219,1040633.6243,829533.73,79.71
Part-618,602,55,312,149,12881.89,1.0,251.3434,0.0,True,-290,94,23140.4026,10258.51,44.33
Part-619,289,93,340,286,28940.65,0.9846,259.7817,1.8,True,51,193,57743.8337,28803.18,49.88
Part-620,287,64,72,100,3344.23,1.0,103.7327,0.0,True,-215,36,9112.4829,5768.25,63.3
Part-621,189,37,206,197,47557.8,0.9938,180.0519,0.2,True,17,160,117845.8663,70288.07,59.64
Part-622,762,241,621,403,3982.88,1.0,672.1058,0.0,True,-141,162,4626.1196,643.24,13.9
Part-623,625,63,371,286,20014.63,1.0,337.1916,0.0,True,-254,223,27472.5168,7457.89,27.15
Part-624,819,20,662,127,363361.56,0.9958,442.6947,0.5,True,-157,107,444753.1338,81391.57,18.3
Part-625,501,33,489,379,107233.06,0.9989,432.4899,0.1,True,-12,346,234010.4288,126777.37,54.18
Part-626,165,69,219,225,18487.47,0.9849,174.9995,1.2,True,54,156,42936.9663,24449.5,56.94
Part-627,338,42,381,162,201024.62,0.9939,281.6881,0.2,True,43,120,528024.2512,326999.63,61.93
Part-628,644,325,728,425,9088.69,0.9998,468.5975,0.1,True,84,100,11177.5125,2088.82,18.69
Part-629,558,32,688,178,239062.18,0.9891,416.9606,0.8,True,130,146,529922.1078,290859.93,54.89
Part-630,614,132,930,294,12218.21,1.0,647.6716,0.0,True,316,162,66630.6676,54412.46,81.66
Part-631,377,164,233,226,2720.27,0.991,204.7094,0.7,True,-144,62,3345.3434,625.07,18.68
Part-632,406,67,116,93,4446.68,1.0,104.312,0.0,True,-290,26,12952.4595,8505.78,65.67
Part-633,343,9,171,96,130116.57,0.9935,134.299,0.3,True,-172,87,167039.8576,36923.29,22.1
Part-634,671,50,206,219,17261.37,1.0,221.4512,0.0,True,-465,169,41998.7076,24737.34,58.9
Part-635,273,110,276,360,5011.91,1.0,322.3435,0.0,True,3,250,6501.2699,1489.36,22.91
Part-636,1279,63,1683,904,563867.52,1.0,1161.1739,0.0,True,404,841,9720868.0145,9157000.49,94.2
Part-637,187,34,187,209,11878.24,1.0,203.5564,0.0,True,0,175,57442.594,45564.35,79.32
Part-638,529,67,138,165,3886.92,0.9951,132.5905,0.1,True,-391,98,9342.9707,5456.05,58.4
Part-639,805,272,1004,656,6417.77,1.0,814.47,0.0,True,199,384,29305.356,22887.59,78.1
Part-640,1994,83,1001,746,38957.57,1.0,888.8472,0.0,True,-993,663,57264.7004,18307.13,31.97
Part-641,422,24,452,204,59449.04,1.0,365.9205,0.0,True,30,180,216038.0647,156589.02,72.48
Part-642,119,17,110,130,43672.72,1.0,121.0666,0.0,True,-9,113,467171.7234,423499.0,90.65
Part-643,303,96,244,196,6844.52,1.0,215.8098,0.0,True,-59,100,20448.6932,13604.17,66.53
Part-644,290,36,230,127,12742.51,0.9949,179.2542,0.1,True,-60,91,18697.8174,5955.31,31.85
Part-645,518,55,690,217,42782.85,0.9895,392.6708,0.6,True,172,162,120239.7653,77456.92,64.42
Part-646,543,66,352,148,9464.86,1.0,287.7545,0.0,True,-191,82,13689.1924,4224.33,30.86
Part-647,1442,319,1188,1526,49070.28,0.9962,1218.8734,0.1,True,-254,1207,74934.1902,25863.91,34.52
Part-648,313,167,288,282,7751.74,0.9944,256.1088,0.2,True,-25,115,10254.8084,2503.07,24.41
Part-649,1120,271,875,947,15448.32,1.0,944.2358,0.0,True,-245,676,35274.1296,19825.81,56.2
Part-650,279,53,298,150,10268.99,1.0,256.6952,0.0,True,19,97,20806.5883,10537.6,50.65
Part-651,233,43,302,142,10130.46,1.0,242.299,0.0,True,69,99,42293.3699,32162.91,76.05
Part-652,365,111,320,117,7220.0,1.0,228.2894,0.0,True,-45,6,8639.8228,1419.82,16.43
Part-653,339,296,402,333,3346.39,1.0,353.7385,0.0,True,63,37,6456.9648,3110.57,48.17
Part-654,565,23,450,202,148826.26,1.0,363.4424,0.0,True,-115,179,208139.512,59313.25,28.5
Part-655,147,108,132,149,7535.81,0.9962,135.4379,0.1,True,-15,41,8099.6355,563.83,6.96
Part-656,389,39,242,94,7759.21,0.9963,179.6229,0.1,True,-147,55,10939.8245,3180.61,29.07
Part-657,363,295,228,357,500.89,1.0,284.3504,0.0,True,-135,62,617.5306,116.64,18.89
Part-658,174,99,195,142,7358.03,1.0,163.7211,0.0,True,21,43,21369.0395,14011.01,65.57
Part-659,1214,228,1073,749,17744.9,0.9994,963.2584,0.2,True,-141,521,37219.8931,19474.99,52.32
Part-660,251,70,111,121,3213.47,1.0,126.206,0.0,True,-140,51,5590.5145,2377.04,42.52
Part-661,319,128,239,185,4860.09,0.9997,212.4108,0.1,True,-80,57,7248.901,2388.81,32.95
Part-662,252,116,260,225,6561.42,0.998,230.8769,0.1,True,8,109,18905.158,12343.74,65.29
Part-663,418,61,231,216,8591.45,1.0,245.4511,0.0,True,-187,155,12489.5444,3898.09,31.21
Part-664,358,19,149,124,29768.56,1.0,131.6583,0.0,True,-209,105,55907.3223,26138.76,46.75
Part-665,615,139,428,333,4114.7,1.0,384.4483,0.0,True,-187,194,5477.2916,1362.59,24.88
Part-666,776,25,398,529,310858.09,0.9994,438.0115,0.2,True,-378,504,713675.8423,402817.75,56.44
Part-667,1507,146,637,274,7042.69,1.0,520.8927,0.0,True,-870,128,15636.3145,8593.62,54.96
Part-668,343,64,281,233,11238.88,1.0,246.2839,0.0,True,-62,169,19049.5788,7810.7,41.0
Part-669,1656,371,1585,603,15488.33,1.0,1055.6249,0.0,True,-71,232,16257.5445,769.21,4.73
Part-670,142,56,117,54,3070.45,1.0,94.4389,0.0,True,-25,-2,3585.5037,515.05,14.36
Part-671,203,51,83,112,3997.33,0.9995,92.6491,0.2,True,-120,61,7488.2066,3490.88,46.62
Part-672,208,111,246,89,5151.61,1.0,195.249,0.0,True,38,-22,7803.0014,2651.39,33.98
Part-673,249,32,308,201,21297.06,1.0,276.3638,0.0,True,59,169,132300.2035,111003.14,83.9
Part-674,484,39,145,119,34802.09,0.9984,129.5382,0.1,True,-339,80,87361.122,52559.03,60.16
Part-675,268,55,134,92,3752.43,1.0,121.241,0.0,True,-134,37,6611.4047,2858.97,43.24
Part-676,264,115,344,144,9376.38,1.0,281.1886,0.0,True,80,29,18885.8586,9509.48,50.35
Part-677,335,68,325,252,8975.98,1.0,283.1524,0.0,True,-10,184,17192.6655,8216.69,47.79
Part-678,956,154,1051,336,29723.72,0.9999,821.3261,0.1,True,95,182,91002.6436,61278.92,67.34
Part-679,69,133,62,83,912.03,1.0,88.9366,0.0,True,-7,-50,972.5562,60.53,6.22
Part-680,190,376,183,263,1468.08,0.9998,263.0273,0.7,True,-7,-113,1895.6546,427.57,22.56
Part-681,484,14,232,180,143208.11,0.9991,204.1791,0.1,True,-252,166,192547.1299,49339.02,25.62
Part-682,160,54,164,85,3431.39,0.9988,142.5088,0.1,True,4,31,3497.3514,65.96,1.89
Part-683,124,52,140,123,2112.93,0.9985,123.5454,0.1,True,16,71,8110.3737,5997.44,73.95
Part-684,1488,56,2371,803,761156.44,0.9994,1540.0153,0.1,True,883,747,10850518.569,10089362.13,92.99
Part-685,526,256,535,407,2217.44,1.0,473.5299,0.0,True,9,151,3878.336,1660.9,42.83
Part-686,377,17,173,83,36863.9,1.0,138.1851,0.0,True,-204,66,69132.8813,32268.98,46.68
Part-687,205,18,127,111,91242.69,0.9982,111.4952,0.1,True,-78,93,128824.8153,37582.13,29.17
Part-688,561,243,310,233,4372.29,1.0,278.7991,0.0,True,-251,-10,6668.0519,2295.76,34.43
Part-689,605,246,560,670,7353.18,0.9947,533.8956,0.1,True,-45,424,10190.4706,2837.29,27.84
Part-690,307,14,312,70,71718.84,1.0,230.6505,0.0,True,5,56,119315.6117,47596.77,39.89
Part-691,438,46,194,144,6339.79,1.0,171.2248,0.0,True,-244,98,12369.3775,6029.59,48.75
Part-692,565,53,186,100,9762.05,0.9951,147.0375,0.1,True,-379,47,20628.6288,10866.58,52.68
Part-693,258,72,89,111,1432.76,1.0,104.5043,0.0,True,-169,39,3117.524,1684.76,54.04
Part-694,708,66,604,425,19290.18,1.0,546.806,0.0,True,-104,359,46327.5814,27037.4,58.36
Part-695,629,74,890,283,33097.53,0.9962,562.1896,0.4,True,261,209,193176.5108,160078.98,82.87
Part-696,128,176,149,169,916.4,0.9988,158.7346,0.2,True,21,-7,1168.701,252.3,21.59
Part-697,349,55,138,155,2120.24,1.0,148.1772,0.0,True,-211,100,4212.3269,2092.09,49.67
Part-698,247,44,135,65,2883.01,1.0,107.2504,0.0,True,-112,21,5117.0402,2234.03,43.66
Part-699,2272,631,3030,846,17689.07,1.0,1992.2293,0.0,True,758,215,110027.8138,92338.74,83.92
Part-700,389,100,129,257,6563.15,0.9998,214.3436,0.1,True,-260,157,11925.8975,5362.75,44.97
Part-701,172,51,181,141,4025.41,1.0,170.9341,0.0,True,9,90,4660.1702,634.76,13.62
Part-702,227,102,62,118,435.74,1.0,99.3897,0.0,True,-165,16,994.076,558.34,56.17
Part-703,225,13,107,132,70975.04,1.0,120.6039,0.0,True,-118,119,99928.9169,28953.88,28.97
Part-704,300,46,229,111,2903.99,1.0,185.0059,0.0,True,-71,65,4490.7569,1586.77,35.33
Part-705,149,48,72,82,1758.9,1.0,78.5888,0.0,True,-77,34,3058.8024,1299.9,42.5
Part-706,190,76,180,145,3887.78,1.0,160.0156,0.0,True,-10,69,17586.8012,13699.02,77.89
Part-707,297,36,94,123,5604.4,0.9935,94.1027,0.7,True,-203,87,10129.6161,4525.22,44.67
Part-708,222,10,99,32,69026.1,1.0,92.6721,0.0,True,-123,22,136574.9022,67548.8,49.46
Part-709,146,74,124,86,2269.77,1.0,133.1629,0.0,True,-22,12,3328.5856,1058.82,31.81
Part-710,177,105,148,137,6883.04,0.9917,130.4774,0.7,True,-29,32,12087.7947,5204.75,43.06
Part-711,1750,55,1077,1414,586633.36,1.0,1252.2131,0.0,True,-673,1359,886558.5086,299925.15,33.83
Part-712,324,17,113,56,65147.36,1.0,98.5265,0.0,True,-211,39,161425.1595,96277.8,59.64
Part-713,189,58,131,65,3192.98,1.0,103.9776,0.0,True,-58,7,4467.8541,1274.87,28.53
Part-714,288,12,110,21,33125.43,1.0,79.6287,0.0,True,-178,9,80884.4819,47759.05,59.05
Part-715,456,66,298,370,14970.56,1.0,334.5752,0.0,True,-158,304,103210.346,88239.79,85.5
Part-716,280,40,270,168,74000.63,0.9917,204.0147,0.7,True,-10,128,165764.7631,91764.13,55.36
Part-717,118,194,133,156,2715.74,1.0,131.3977,0.0,True,15,-38,3779.2333,1063.49,28.14
Part-718,206,12,152,117,53213.57,1.0,137.3405,0.0,True,-54,105,112862.4913,59648.92,52.85
Part-719,325,43,146,71,2827.29,1.0,116.4103,0.0,True,-179,28,6046.6564,3219.37,53.24
Part-720,63,184,74,145,479.2,1.0,118.5687,0.0,True,11,-39,1451.0064,971.81,66.97
Part-721,261,286,161,209,971.02,1.0,186.4179,0.0,True,-100,-77,1254.695,283.67,22.61
Part-722,141,91,200,173,2845.52,0.9983,175.1776,0.3,True,59,82,9117.1055,6271.59,68.79
Part-723,164,147,139,167,1778.79,0.9978,140.2801,0.1,True,-25,20,3317.062,1538.27,46.37
Part-724,90,53,54,79,1025.49,1.0,78.9104,0.0,True,-36,26,1350.5958,325.11,24.07
Part-725,157,166,204,164,6582.95,0.9876,156.1714,1.6,True,47,-2,15085.269,8502.32,56.36
Part-726,483,152,432,149,2336.26,1.0,313.9872,0.0,True,-51,-3,2545.5138,209.25,8.22
Part-727,118,12,146,48,51201.74,1.0,136.8574,0.0,True,28,36,437779.8813,386578.14,88.3
Part-728,1056,21,490,387,296532.2,0.9977,426.6319,0.1,True,-566,366,325649.0247,29116.82,8.94
Part-729,341,58,308,135,4947.42,1.0,249.0816,0.0,True,-33,77,7912.7941,2965.37,37.48
Part-730,205,6,69,77,49173.81,1.0,75.9277,0.0,True,-136,71,93328.2323,44154.42,47.31
Part-731,319,84,252,209,2903.03,0.9991,223.115,0.1,True,-67,125,4803.7684,1900.74,39.57
Part-732,382,85,85,109,2846.78,1.0,96.8352,0.0,True,-297,24,9385.0909,6538.31,69.67
Part-733,199,248,122,234,1360.81,1.0,175.5966,0.0,True,-77,-14,1855.7026,494.89,26.67
Part-734,508,704,351,972,776.64,1.0,627.8829,0.0,True,-157,268,1317.3391,540.7,41.04
Part-735,228,58,281,140,5442.77,1.0,221.5127,0.0,True,53,82,20564.7977,15122.03,73.53
Part-736,196,42,109,54,2181.16,0.9998,93.2776,0.1,True,-87,12,3736.0354,1554.88,41.62
Part-737,375,106,264,125,2205.88,1.0,210.8263,0.0,True,-111,19,3096.0078,890.13,28.75
Part-738,340,84,94,91,1955.54,1.0,96.9845,0.0,True,-246,7,5418.2811,3462.74,63.91
Part-739,135,270,84,352,653.27,1.0,223.6324,0.0,True,-51,82,895.6955,242.43,27.07
Part-740,130,34,127,40,11161.91,0.9956,85.4706,0.1,True,-3,6,15065.935,3904.02,25.91
Part-741,80,36,36,72,897.44,1.0,61.5332,0.0,True,-44,36,1327.0986,429.66,32.38
Part-742,88,58,53,57,1001.54,1.0,65.794,0.0,True,-35,-1,1474.5111,472.97,32.08
Part-743,766,62,1004,470,275106.73,1.0,737.5675,0.0,True,238,408,3459395.5916,3184288.86,92.05
Part-744,397,35,332,241,58315.17,0.9999,296.3517,0.2,True,-65,206,136380.0664,78064.9,57.24
Part-745,72,5,93,32,59096.05,1.0,88.5504,0.0,True,21,27,507952.495,448856.44,88.37
Part-746,260,147,328,123,7211.93,0.9919,207.3096,0.8,True,68,-24,13763.7011,6551.77,47.6
Part-747,89,44,41,98,5598.57,1.0,76.8504,0.0,True,-48,54,7476.6695,1878.1,25.12
Part-748,206,264,91,166,450.38,0.9974,118.3918,0.1,True,-115,-98,556.3685,105.99,19.05
Part-749,1287,67,1654,506,764547.27,0.9983,1100.9854,0.1,True,367,439,7280020.5428,6515473.27,89.5
