parca_no,mevcut_r,mevcut_Q,onerilen_r,onerilen_Q,optimize_maliyet,servis_seviyesi,ortalama_stok,stoksuz_gun,hedef_servis_saglandir,r_degisimi,Q_degisimi,mevcut_maliyet,maliyet_tasarrufu,tasarruf_orani
Part-750,116,23,96,80,11209.56,1.0,95.4444,0.0,True,-20,57,16661.6646,5452.1,32.72
Part-751,247,54,92,62,1557.57,1.0,81.142,0.0,True,-155,8,3522.8473,1965.28,55.79
Part-752,237,61,53,66,1253.75,1.0,57.8534,0.0,True,-184,5,4073.3608,2819.61,69.22
Part-753,134,65,121,95,2392.25,1.0,119.8141,0.0,True,-13,30,4427.3762,2035.13,45.97
Part-754,150,50,121,84,2339.78,1.0,107.9484,0.2,True,-29,34,2718.6279,378.85,13.94
Part-755,183,42,195,60,5549.61,0.9999,129.336,0.1,True,12,18,9258.3038,3708.69,40.06
Part-756,174,52,107,84,2744.4,1.0,96.4011,0.0,True,-67,32,3924.5966,1180.2,30.07
Part-757,633,307,684,340,3656.08,1.0,496.7543,0.1,True,51,33,8381.2257,4725.15,56.38
Part-758,280,18,72,66,23043.72,0.9919,64.5049,0.7,True,-208,48,45747.78,22704.06,49.63
Part-759,246,46,59,59,2000.73,1.0,62.7924,0.0,True,-187,13,6592.2291,4591.5,69.65
Part-760,132,11,131,159,104628.37,0.9934,126.1949,0.6,True,-1,148,214674.9868,110046.62,51.26
Part-761,810,22,588,489,520050.84,0.9971,523.944,0.1,True,-222,467,1116546.1177,596495.28,53.42
Part-762,111,15,46,75,24984.28,1.0,69.5266,0.0,True,-65,60,38308.5327,13324.25,34.78
Part-763,161,25,155,122,38041.71,1.0,137.6568,0.0,True,-6,97,116422.4238,78380.71,67.32
Part-764,68,96,35,112,732.17,1.0,77.0137,0.0,True,-33,16,1074.6263,342.46,31.87
Part-765,167,49,156,187,4138.0,0.9944,149.5458,0.1,True,-11,138,8993.6771,4855.68,53.99
Part-766,273,31,97,76,17835.51,0.9988,85.1878,0.1,True,-176,45,37693.0327,19857.52,52.68
Part-767,413,103,361,317,7166.85,1.0,317.0067,0.1,True,-52,214,27596.6132,20429.76,74.03
Part-768,425,74,177,170,5939.69,0.9999,186.3502,0.1,True,-248,96,11107.7321,5168.04,46.53
Part-769,337,20,315,540,250495.73,1.0,485.6723,0.0,True,-22,520,3362179.1417,3111683.41,92.55
Part-770,110,18,116,40,31491.02,1.0,83.4572,0.0,True,6,22,98773.7751,67282.76,68.12
Part-771,62,67,88,153,3423.53,1.0,135.3774,0.0,True,26,86,16243.7234,12820.19,78.92
Part-772,781,108,280,249,13880.17,1.0,344.3158,0.0,True,-501,141,29701.5361,15821.37,53.27
Part-773,335,67,467,161,17676.46,1.0,441.2443,0.0,True,132,94,123726.1074,106049.65,85.71
Part-774,579,159,305,221,8658.94,1.0,272.9245,0.2,True,-274,62,14651.0984,5992.16,40.9
Part-775,435,19,396,195,95672.22,1.0,312.6914,0.0,True,-39,176,312915.5159,217243.3,69.43
Part-776,161,8,69,97,61370.88,1.0,97.4298,0.0,True,-92,89,88141.4791,26770.6,30.37
Part-777,140,112,136,168,3489.05,1.0,151.2311,0.0,True,-4,56,23391.7321,19902.68,85.08
Part-778,512,85,126,145,3735.91,0.9999,134.754,0.2,True,-386,60,11703.8905,7967.98,68.08
Part-779,207,19,56,74,13764.29,1.0,61.8513,0.0,True,-151,55,37437.0568,23672.77,63.23
Part-780,418,103,373,292,10252.59,1.0,337.7064,0.0,True,-45,189,24357.5351,14104.95,57.91
Part-781,340,52,259,105,11926.53,0.995,192.6861,0.1,True,-81,53,14246.9255,2320.4,16.29
Part-782,344,182,328,158,777.95,1.0,264.1371,0.0,True,-16,-24,1183.947,406.0,34.29
Part-783,278,11,85,49,27025.86,0.9949,65.6493,0.1,True,-193,38,56937.9325,29912.07,52.53
Part-784,600,21,742,221,718200.58,0.9877,446.6617,1.5,True,142,200,2157971.552,1439770.97,66.72
Part-785,669,160,236,190,954.0,0.9999,212.5171,0.1,True,-433,30,2196.0254,1242.03,56.56
Part-786,126,15,51,52,11658.51,1.0,53.2505,0.0,True,-75,37,22893.8419,11235.33,49.08
Part-787,99,12,40,51,17396.75,1.0,44.8929,0.0,True,-59,39,31527.561,14130.81,44.82
Part-788,274,31,75,67,3250.61,0.9967,66.4632,0.1,True,-199,36,7471.4651,4220.86,56.49
Part-789,232,52,322,100,11138.61,0.9979,215.1249,0.2,True,90,48,40936.0907,29797.48,72.79
Part-790,138,14,116,103,65874.28,0.9981,101.574,0.1,True,-22,89,212226.1757,146351.9,68.96
Part-791,1067,198,1377,597,25307.13,1.0,1391.0339,0.0,True,310,399,116018.7916,90711.66,78.19
Part-792,313,41,76,72,2739.35,1.0,80.9034,0.0,True,-237,31,9014.6936,6275.34,69.61
Part-793,307,93,179,139,2925.54,1.0,161.1051,0.0,True,-128,46,4432.2461,1506.71,33.99
Part-794,238,60,60,75,1024.12,0.9979,62.6672,0.1,True,-178,15,2559.5061,1535.39,59.99
Part-795,274,49,239,233,6766.55,1.0,250.096,0.0,True,-35,184,43065.1585,36298.61,84.29
Part-796,308,118,213,267,12213.43,0.9916,204.8188,0.7,True,-95,149,14093.9292,1880.5,13.34
Part-797,268,87,178,144,2169.85,1.0,158.6169,0.0,True,-90,57,2953.2664,783.42,26.53
Part-798,2716,905,4104,1297,96654.62,0.9939,2642.3086,0.4,True,1388,392,501010.5099,404355.89,80.71
Part-799,314,42,346,149,128549.05,1.0,284.6849,0.0,True,32,107,235937.6394,107388.59,45.52
Part-800,184,52,68,96,3210.73,0.9911,70.0996,0.7,True,-116,44,5733.9337,2523.2,44.0
Part-801,112,28,150,112,30363.73,1.0,135.6127,0.0,True,38,84,165802.8484,135439.12,81.69
Part-802,289,38,80,54,2972.79,1.0,71.0857,0.0,True,-209,16,9051.4542,6078.66,67.16
Part-803,185,83,94,77,2858.64,1.0,84.2885,0.0,True,-91,-6,4646.7173,1788.08,38.48
Part-804,424,472,175,348,779.53,0.9918,233.7728,0.8,True,-249,-124,991.2003,211.67,21.35
Part-805,59,57,78,113,1943.41,1.0,114.6028,0.0,True,19,56,15858.1978,13914.79,87.75
Part-806,137,47,145,130,3092.37,0.9986,125.9839,0.1,True,8,83,9579.8597,6487.49,67.72
Part-807,130,56,143,65,3315.22,0.9988,104.0724,0.1,True,13,9,3333.3816,18.16,0.54
Part-808,404,105,440,178,9845.3,0.9958,327.7335,0.1,True,36,73,20020.8327,10175.53,50.82
Part-809,149,17,161,64,32105.34,1.0,125.0647,0.0,True,12,47,114650.5266,82545.19,72.0
Part-810,166,34,76,62,2446.6,0.9997,67.6244,0.1,True,-90,28,4747.6831,2301.08,48.47
Part-811,273,22,124,42,30744.38,0.9992,100.5787,0.1,True,-149,20,60887.2366,30142.86,49.51
Part-812,89,64,76,136,6171.39,1.0,115.7309,0.0,True,-13,72,15694.7412,9523.35,60.68
Part-813,223,7,101,46,39041.47,1.0,81.8229,0.0,True,-122,39,69811.1647,30769.69,44.08
Part-814,158,106,62,129,314.91,1.0,95.9335,0.0,True,-96,23,571.7269,256.82,44.92
Part-815,160,122,51,162,882.31,1.0,97.3912,0.0,True,-109,40,1563.3089,681.0,43.56
Part-816,204,11,155,116,79463.6,1.0,135.6765,0.0,True,-49,105,125699.0271,46235.43,36.78
Part-817,172,52,112,53,3197.39,1.0,90.1443,0.0,True,-60,1,4733.5278,1536.14,32.45
Part-818,202,38,110,103,5802.59,0.9921,97.7505,0.7,True,-92,65,7823.4971,2020.91,25.83
Part-819,710,35,897,274,421721.78,0.9964,566.3681,0.1,True,187,239,1648510.1707,1226788.39,74.42
Part-820,432,89,428,179,18404.64,0.9915,263.6843,1.0,True,-4,90,20581.185,2176.55,10.58
Part-821,511,89,188,172,8244.95,0.9917,168.482,0.7,True,-323,83,13875.4349,5630.48,40.58
Part-822,139,32,134,70,7127.78,0.9878,91.678,1.3,True,-5,38,7239.7647,111.98,1.55
Part-823,922,26,302,99,94314.13,1.0,234.0357,0.0,True,-620,73,236074.5487,141760.42,60.05
Part-824,183,19,129,110,28980.86,0.9934,114.4416,0.6,True,-54,91,36738.8786,7758.02,21.12
Part-825,408,12,200,184,236854.16,0.9919,179.0478,0.7,True,-208,172,304264.5952,67410.44,22.16
Part-826,51,18,76,23,23558.7,1.0,56.8644,0.0,True,25,5,120564.26,97005.56,80.46
Part-827,2409,355,2691,1209,15300.26,1.0,2191.5011,0.0,True,282,854,57976.5932,42676.33,73.61
Part-828,130,32,100,84,2418.78,0.9964,88.8475,0.1,True,-30,52,3370.4659,951.69,28.24
Part-829,50,54,39,68,2925.02,0.9975,58.1599,1.3,True,-11,14,3998.7555,1073.74,26.85
Part-830,98,29,61,52,3479.7,0.992,52.6819,0.7,True,-37,23,4439.8274,960.13,21.63
Part-831,175,279,131,173,570.85,1.0,146.3517,0.0,True,-44,-106,552.4824,-18.37,-3.32
Part-832,196,91,108,84,1824.74,1.0,97.7779,0.0,True,-88,-7,2777.483,952.74,34.3
Part-833,140,31,63,77,1355.64,0.9995,69.9448,0.2,True,-77,46,2311.9806,956.34,41.36
Part-834,156,119,43,79,413.37,0.9978,56.401,0.1,True,-113,-40,644.9776,231.61,35.91
Part-835,236,101,173,132,1854.54,0.9973,147.2421,0.1,True,-63,31,2298.7769,444.24,19.33
Part-836,362,32,308,105,46195.45,1.0,249.2338,0.0,True,-54,73,49678.6278,3483.18,7.01
Part-837,175,71,115,96,1089.62,0.9985,101.5152,0.1,True,-60,25,1470.6706,381.05,25.91
Part-838,227,94,229,232,9758.2,0.9827,184.1092,1.1,True,2,138,11446.1762,1687.98,14.75
Part-839,161,59,144,111,6135.48,1.0,127.1231,0.0,True,-17,52,9431.7929,3296.31,34.95
Part-840,82,22,99,48,39579.19,1.0,79.1784,0.0,True,17,26,149880.9394,110301.75,73.59
Part-841,61,28,86,61,2451.06,1.0,75.2455,0.0,True,25,33,12456.1728,10005.11,80.32
Part-842,208,47,197,82,5023.59,1.0,162.1762,0.0,True,-11,35,7066.7197,2043.13,28.91
Part-843,321,61,397,200,10083.04,1.0,315.5206,0.0,True,76,139,55333.1142,45250.07,81.78
Part-844,176,45,52,54,893.36,1.0,55.721,0.0,True,-124,9,2373.4556,1480.1,62.36
Part-845,155,42,42,80,966.18,0.9967,56.1251,0.3,True,-113,38,1917.61,951.43,49.62
Part-846,402,111,320,323,15781.34,1.0,328.2495,0.0,True,-82,212,34587.59,18806.25,54.37
Part-847,98,29,96,78,2179.45,1.0,85.6122,0.0,True,-2,49,9103.142,6923.69,76.06
Part-848,152,19,95,162,62124.76,1.0,145.57,0.0,True,-57,143,318585.2421,256460.48,80.5
Part-849,511,281,535,473,2792.75,1.0,482.6643,0.0,True,24,192,2997.8636,205.11,6.84
Part-850,2159,37,2330,601,1855396.32,0.9925,1425.4489,0.6,True,171,564,19965001.9335,18109605.61,90.71
Part-851,174,44,50,64,755.07,0.9972,52.6719,0.1,True,-124,20,1767.9971,1012.93,57.29
Part-852,631,593,862,826,8204.09,1.0,818.9256,0.0,True,231,233,44686.8094,36482.72,81.64
Part-853,143,75,110,144,1521.41,0.9921,110.0717,0.7,True,-33,69,1772.8791,251.47,14.18
Part-854,85,20,35,43,5956.37,1.0,38.806,0.0,True,-50,23,11500.5301,5544.16,48.21
Part-855,1782,192,1938,611,17430.48,1.0,1352.5213,0.0,True,156,419,49904.0229,32473.54,65.07
Part-856,177,49,157,112,4788.66,1.0,138.8414,0.0,True,-20,63,9044.0035,4255.34,47.05
Part-857,86,24,49,39,1405.99,1.0,44.2818,0.0,True,-37,15,2216.5449,810.55,36.57
Part-858,192,95,148,191,1440.36,0.9961,153.8691,0.1,True,-44,96,1576.2902,135.93,8.62
Part-859,49,24,33,42,1323.4,1.0,36.3233,0.0,True,-16,18,1743.4761,420.08,24.09
Part-860,118,27,137,63,2819.43,1.0,111.2891,0.0,True,19,36,8233.2244,5413.79,65.76
Part-861,1112,91,691,837,330766.64,1.0,772.0341,0.0,True,-421,746,1132029.1151,801262.48,70.78
Part-862,125,10,75,97,53041.6,1.0,85.6406,0.0,True,-50,87,124447.4148,71405.81,57.38
Part-863,167,109,53,95,851.48,0.9933,66.7923,0.6,True,-114,-14,1389.7059,538.23,38.73
Part-864,112,47,44,62,2890.61,0.9912,45.2172,0.7,True,-68,15,4857.7954,1967.19,40.5
Part-865,186,34,48,57,887.59,1.0,57.4028,0.0,True,-138,23,2419.8318,1532.24,63.32
Part-866,139,16,47,39,14787.66,0.9988,42.0511,0.1,True,-92,23,34898.1091,20110.45,57.63
Part-867,158,44,54,56,1318.58,1.0,53.544,0.0,True,-104,12,3133.9346,1815.35,57.93
Part-868,445,64,228,153,7130.93,0.9994,204.0598,0.7,True,-217,89,12594.0203,5463.09,43.38
Part-869,123,24,76,49,10573.48,1.0,66.2113,0.0,True,-47,25,15254.757,4681.28,30.69
Part-870,130,46,46,34,1201.22,1.0,53.5558,0.0,True,-84,-12,2699.6054,1498.39,55.5
Part-871,2266,430,2443,1050,14731.07,1.0,1851.1541,0.0,True,177,620,22862.4189,8131.35,35.57
Part-872,260,9,186,77,117747.14,0.9933,136.3845,0.4,True,-74,68,129270.829,11523.69,8.91
Part-873,201,121,145,110,3177.17,1.0,129.6601,0.0,True,-56,-11,3950.2825,773.11,19.57
Part-874,330,54,170,120,2080.02,1.0,154.9837,0.0,True,-160,66,3506.3971,1426.38,40.68
Part-875,82,105,98,158,4088.48,0.9952,106.8297,0.2,True,16,53,9823.1023,5734.62,58.38
Part-876,1244,22,928,416,278185.31,1.0,751.2118,0.0,True,-316,394,669797.9695,391612.66,58.47
Part-877,246,158,78,111,584.88,1.0,95.8051,0.0,True,-168,-47,1061.7678,476.89,44.91
Part-878,187,96,196,82,2914.32,1.0,160.2944,0.0,True,9,-14,3803.3985,889.08,23.38
Part-879,69,123,58,129,850.76,1.0,94.3031,0.0,True,-11,6,981.8136,131.05,13.35
Part-880,92,54,74,89,1189.35,1.0,81.5265,0.0,True,-18,35,2465.7896,1276.44,51.77
Part-881,84,5,60,24,30766.5,0.9974,45.2103,0.1,True,-24,19,37014.9808,6248.48,16.88
Part-882,101,64,19,74,932.03,1.0,47.4042,0.0,True,-82,10,2265.8049,1333.77,58.87
Part-883,157,43,160,67,13739.15,1.0,130.5099,0.0,True,3,24,31343.7194,17604.57,56.17
Part-884,252,29,182,125,4875.08,1.0,164.7958,0.0,True,-70,96,6089.0183,1213.94,19.94
Part-885,315,100,292,142,8687.94,0.9995,190.0489,0.3,True,-23,42,8348.781,-339.16,-4.06
Part-886,179,34,48,91,1186.06,0.9968,63.6651,0.1,True,-131,57,2497.7058,1311.65,52.51
Part-887,231,19,183,106,124342.98,0.9948,141.4372,0.1,True,-48,87,190229.2226,65886.24,34.64
Part-888,109,36,31,40,1726.3,1.0,43.5243,0.0,True,-78,4,4141.5866,2415.29,58.32
Part-889,109,7,48,39,22267.09,1.0,42.7453,0.0,True,-61,32,41396.1209,19129.03,46.21
Part-890,497,12,350,77,218357.86,0.9955,240.8391,0.1,True,-147,65,225157.6443,6799.78,3.02
Part-891,52,13,41,62,13656.92,1.0,60.512,0.0,True,-11,49,60969.3451,47312.43,77.6
Part-892,159,62,152,68,11438.54,0.9982,101.6254,0.2,True,-7,6,12709.2279,1270.69,10.0
Part-893,765,293,873,275,18146.3,0.9936,556.0083,0.4,True,108,-18,31849.7361,13703.44,43.03
Part-894,128,234,60,154,681.81,1.0,104.6398,0.0,True,-68,-80,839.8651,158.06,18.82
Part-895,213,168,182,174,1802.65,0.9928,156.7624,0.6,True,-31,6,1928.9855,126.34,6.55
Part-896,152,50,215,68,3675.19,1.0,153.2834,0.0,True,63,18,16004.0607,12328.87,77.04
Part-897,1264,89,943,363,28854.83,0.9952,696.6393,0.1,True,-321,274,32763.9708,3909.14,11.93
Part-898,132,66,47,59,1514.43,0.9934,45.6675,0.6,True,-85,-7,2754.5029,1240.07,45.02
Part-899,68,48,24,82,741.61,1.0,55.0912,0.0,True,-44,34,1246.5548,504.94,40.51
Part-900,187,42,122,58,3191.65,1.0,97.4685,0.0,True,-65,16,4774.1885,1582.54,33.15
Part-901,271,73,360,134,7091.26,0.9968,231.2859,0.3,True,89,61,24106.3435,17015.08,70.58
Part-902,98,15,58,45,1840.26,1.0,51.9795,0.0,True,-40,30,2804.9084,964.65,34.39
Part-903,72,50,43,58,3181.79,0.9911,43.6919,0.7,True,-29,8,4318.5643,1136.77,26.32
Part-904,107,10,51,48,66008.57,0.9918,45.8853,0.7,True,-56,38,84280.8889,18272.32,21.68
Part-905,102,60,68,53,826.17,1.0,60.8684,0.0,True,-34,-7,1053.4917,227.32,21.58
Part-906,296,31,333,151,53917.97,1.0,272.142,0.0,True,37,120,179857.9647,125939.99,70.02
Part-907,276,36,176,143,92476.02,1.0,210.6135,0.0,True,-100,107,112655.0491,20179.03,17.91
Part-908,60,11,44,16,5988.62,1.0,41.6645,0.0,True,-16,5,7974.0093,1985.39,24.9
Part-909,107,37,35,43,1647.36,1.0,38.9327,0.0,True,-72,6,3758.5046,2111.14,56.17
Part-910,144,7,103,97,42640.15,1.0,106.188,0.0,True,-41,90,40176.8292,-2463.32,-6.13
Part-911,242,123,247,172,6785.72,1.0,171.6958,0.0,True,5,49,8871.8567,2086.14,23.51
Part-912,63,34,36,53,1106.88,1.0,43.9661,0.0,True,-27,19,1557.1718,450.29,28.92
Part-913,113,38,64,82,3320.29,0.9936,63.6649,0.3,True,-49,44,4201.1064,880.82,20.97
Part-914,139,76,73,103,1465.2,1.0,88.028,0.0,True,-66,27,2184.5916,719.39,32.93
Part-915,508,11,191,91,57137.78,1.0,153.0284,0.0,True,-317,80,107071.952,49934.17,46.64
Part-916,394,564,371,906,413.42,1.0,579.3367,0.0,True,-23,342,643.3327,229.91,35.74
Part-917,289,45,301,144,12081.76,1.0,242.1791,0.0,True,12,99,24074.993,11993.23,49.82
Part-918,169,57,93,77,3780.84,0.9986,83.1671,0.1,True,-76,20,5655.8325,1874.99,33.15
Part-919,150,43,138,57,3250.97,1.0,112.6471,0.0,True,-12,14,3480.6159,229.65,6.6
Part-920,45,31,34,53,1269.33,1.0,49.4642,0.0,True,-11,22,2099.9287,830.6,39.55
Part-921,109,70,60,75,870.74,0.9979,62.6672,0.1,True,-49,5,1268.5204,397.78,31.36
Part-922,115,39,43,44,1178.47,1.0,44.4598,0.0,True,-72,5,2500.1593,1321.69,52.86
Part-923,109,58,73,47,3560.09,1.0,64.7159,0.0,True,-36,-11,4809.5429,1249.45,25.98
Part-924,82,29,70,29,2135.72,1.0,56.9153,0.0,True,-12,0,2460.5129,324.79,13.2
Part-925,111,27,45,56,1521.28,0.9951,44.4248,0.1,True,-66,29,2705.4538,1184.17,43.77
Part-926,226,53,192,120,4533.12,1.0,169.7183,0.0,True,-34,67,10506.3234,5973.2,56.85
Part-927,289,60,151,70,2029.34,1.0,121.5211,0.0,True,-138,10,3592.962,1563.62,43.52
Part-928,160,44,30,72,2857.4,0.9996,56.3481,0.2,True,-130,28,7736.435,4879.04,63.07
Part-929,109,62,108,130,2359.95,0.9962,107.4428,0.1,True,-1,68,2426.6244,66.67,2.75
Part-930,104,13,103,89,62862.59,0.9936,87.3047,0.2,True,-1,76,161130.8852,98268.3,60.99
Part-931,23,21,17,28,905.17,1.0,25.4822,0.0,True,-6,7,1312.2849,407.11,31.02
Part-932,43,31,34,39,1090.19,1.0,36.47,0.0,True,-9,8,2415.952,1325.76,54.88
Part-933,101,31,56,52,6691.26,1.0,55.4512,0.0,True,-45,21,11020.6321,4329.37,39.28
Part-934,117,88,127,81,2247.07,1.0,110.8671,0.0,True,10,-7,2653.7925,406.72,15.33
Part-935,49,30,43,54,2531.59,1.0,58.9571,0.0,True,-6,24,13975.0457,11443.46,81.88
Part-936,91,7,40,33,18475.4,0.9983,35.7477,0.1,True,-51,26,31380.4774,12905.08,41.12
Part-937,349,21,132,61,5899.09,1.0,106.8693,0.0,True,-217,40,14303.5828,8404.49,58.76
Part-938,77,65,18,60,884.66,0.9998,38.3013,0.2,True,-59,-5,1841.9183,957.26,51.97
Part-939,128,36,79,75,1604.59,1.0,81.8141,0.0,True,-49,39,2311.3,706.71,30.58
Part-940,306,50,305,159,15458.12,0.9947,236.6721,0.1,True,-1,109,27359.5743,11901.45,43.5
Part-941,106,54,49,66,1802.83,1.0,57.7416,0.0,True,-57,12,2929.125,1126.3,38.45
Part-942,93,30,29,56,1354.54,0.9956,38.6157,0.2,True,-64,26,2369.7758,1015.24,42.84
Part-943,109,32,110,83,10011.84,0.9978,93.8596,0.1,True,1,51,24062.6337,14050.79,58.39
Part-944,510,207,575,350,8062.19,1.0,497.7239,0.0,True,65,143,19384.1582,11321.97,58.41
Part-945,102,46,21,62,619.07,0.9993,39.7058,0.1,True,-81,16,1503.29,884.22,58.82
Part-946,115,88,40,111,447.67,0.9964,71.7168,1.2,True,-75,23,647.0229,199.35,30.81
Part-947,202,31,90,73,2583.53,1.0,80.3451,0.0,True,-112,42,5206.7091,2623.18,50.38
Part-948,56,77,23,50,880.01,1.0,37.8735,0.0,True,-33,-27,1288.7156,408.71,31.71
Part-949,54,20,35,30,2549.54,0.995,31.4842,0.1,True,-19,10,3161.419,611.88,19.35
Part-950,80,80,27,51,1130.19,0.9927,35.112,0.7,True,-53,-29,1537.5612,407.37,26.49
Part-951,112,70,42,80,1269.3,0.9967,56.1251,0.3,True,-70,10,2004.3808,735.08,36.67
Part-952,96,37,80,64,4182.31,1.0,72.3469,0.0,True,-16,27,4464.2207,281.91,6.31
Part-953,31,28,31,36,872.69,1.0,33.6379,0.0,True,0,8,5087.3874,4214.7,82.85
Part-954,290,26,165,227,50648.71,1.0,227.0038,0.0,True,-125,201,56281.8349,5633.12,10.01
Part-955,90,20,32,39,1547.92,0.9986,33.0842,0.1,True,-58,19,3340.7262,1792.81,53.67
Part-956,120,49,107,102,7374.81,0.9917,92.8086,0.7,True,-13,53,12477.3843,5102.57,40.89
Part-957,121,12,76,58,36470.59,1.0,67.9711,0.0,True,-45,46,52674.0414,16203.45,30.76
Part-958,265,54,344,150,11233.4,1.0,276.5412,0.0,True,79,96,30750.5849,19517.18,63.47
Part-959,91,145,41,131,1441.26,0.981,84.1285,1.4,True,-50,-14,1643.3126,202.05,12.3
Part-960,104,158,104,109,3060.52,1.0,115.0186,0.0,True,0,-49,3437.247,376.73,10.96
Part-961,119,5,38,24,15760.68,1.0,32.8842,0.0,True,-81,19,39814.1365,24053.46,60.41
Part-962,542,106,204,385,5922.19,0.9994,325.8304,0.2,True,-338,279,9438.4051,3516.22,37.25
Part-963,52,22,61,44,2400.25,1.0,54.8732,0.0,True,9,22,4628.7865,2228.54,48.15
Part-964,80,86,66,70,920.37,0.9994,63.0562,0.1,True,-14,-16,1004.4072,84.04,8.37
Part-965,205,14,128,103,28586.51,1.0,113.4278,0.0,True,-77,89,35442.9759,6856.47,19.35
Part-966,97,8,98,84,96079.34,0.9909,87.0476,0.7,True,1,76,182617.3463,86538.01,47.39
Part-967,83,18,75,50,15232.75,1.0,66.5869,0.0,True,-8,32,33841.4187,18608.67,54.99
Part-968,754,198,428,315,2889.14,1.0,385.295,0.0,True,-326,117,4536.9922,1647.85,36.32
Part-969,75,464,21,122,784.48,0.9695,68.8818,1.8,True,-54,-342,761.9881,-22.49,-2.95
Part-970,88,35,75,56,3258.68,0.9987,64.5917,0.1,True,-13,21,6372.2363,3113.56,48.86
Part-971,74,22,41,31,12252.86,1.0,40.4713,0.0,True,-33,9,20288.5615,8035.7,39.61
Part-972,54,8,30,16,9570.29,1.0,23.1212,0.0,True,-24,8,16307.8319,6737.54,41.31
Part-973,58,16,29,23,6053.8,1.0,26.1188,0.0,True,-29,7,10425.1803,4371.38,41.93
Part-974,89,31,36,49,790.33,1.0,42.4391,0.0,True,-53,18,1468.3826,678.05,46.18
Part-975,171,28,76,37,3648.84,0.9999,60.3816,0.1,True,-95,9,7666.1743,4017.33,52.4
Part-976,376,120,256,303,9604.55,1.0,284.6644,0.2,True,-120,183,24374.2468,14769.7,60.6
Part-977,605,109,708,309,22082.07,1.0,571.3482,0.0,True,103,200,37469.0015,15386.93,41.07
Part-978,688,119,649,224,13226.94,1.0,470.4478,0.0,True,-39,105,24713.2101,11486.27,46.48
Part-979,140,93,72,99,2572.13,1.0,81.2305,0.0,True,-68,6,3957.1797,1385.05,35.0
Part-980,230,13,203,161,116472.34,1.0,183.5243,0.0,True,-27,148,307701.566,191229.23,62.15
Part-981,529,13,134,106,61291.65,0.9988,117.933,0.1,True,-395,93,146386.6808,85095.03,58.13
Part-982,195,67,101,118,5833.21,0.999,108.6503,0.3,True,-94,51,8773.0782,2939.87,33.51
Part-983,98,32,71,51,2709.44,0.9994,64.1748,0.2,True,-27,19,3288.6794,579.24,17.61
Part-984,154,85,198,201,21037.36,0.9847,158.0144,1.2,True,44,116,40245.0683,19207.71,47.73
Part-985,62,24,18,36,1261.56,1.0,27.0394,0.0,True,-44,12,2854.9847,1593.42,55.81
Part-986,81,56,65,50,1762.0,1.0,58.0412,0.0,True,-16,-6,2002.2367,240.24,12.0
Part-987,74,6,52,45,34977.58,0.9924,45.801,0.7,True,-22,39,39880.6742,4903.09,12.29
Part-988,112,33,61,47,1777.36,0.9999,54.3948,0.2,True,-51,14,2857.738,1080.38,37.81
Part-989,48,115,32,123,603.02,0.999,77.8542,0.5,True,-16,8,704.9845,101.96,14.46
Part-990,95,48,54,52,961.14,1.0,55.7371,0.0,True,-41,4,1486.4215,525.28,35.34
Part-991,72,7,34,20,16515.18,0.9949,26.2554,0.3,True,-38,13,25889.7428,9374.56,36.21
Part-992,67,18,31,20,8238.37,1.0,27.6341,0.0,True,-36,2,15648.407,7410.04,47.35
Part-993,122,12,70,54,17210.73,1.0,62.9145,0.0,True,-52,42,24513.6536,7302.92,29.79
Part-994,98,52,45,57,595.3,0.9919,43.3162,0.7,True,-53,5,943.3387,348.04,36.89
Part-995,66,24,31,39,1045.43,1.0,35.1646,0.0,True,-35,15,1747.1014,701.67,40.16
Part-996,99,9,45,55,18904.11,1.0,49.6796,0.0,True,-54,46,30822.8033,11918.69,38.67
Part-997,336,118,149,179,8521.17,0.9969,147.5961,0.1,True,-187,61,14593.8809,6072.71,41.61
Part-998,81,31,32,45,1230.38,1.0,37.0394,0.0,True,-49,14,2345.8102,1115.43,47.55
Part-999,51,101,43,109,651.17,1.0,67.1439,0.0,True,-8,8,920.6406,269.47,29.27
Part-1000,53,44,29,73,672.05,1.0,47.6002,0.0,True,-24,29,881.5166,209.47,23.76
Part-1001,55,114,42,167,1320.42,1.0,105.4977,0.0,True,-13,53,1430.0649,109.64,7.67
Part-1002,95,7,32,11,12922.87,1.0,25.9295,0.0,True,-63,4,36171.2962,23248.43,64.27
Part-1003,94,28,26,30,887.12,0.9972,25.5388,0.1,True,-68,2,2250.1704,1363.05,60.58
Part-1004,299,28,291,221,62025.93,1.0,258.3826,0.0,True,-8,193,268335.7073,206309.78,76.88
Part-1005,55,14,85,33,22551.87,0.9997,65.6732,0.1,True,30,19,232154.5035,209602.63,90.29
Part-1006,177,120,141,183,6470.41,0.9957,146.1949,0.1,True,-36,63,7469.055,998.65,13.37
Part-1007,157,73,119,81,3865.9,1.0,107.2283,0.0,True,-38,8,5051.0061,1185.11,23.46
